Id,Category
184580,57
182391,33
56782,57
251591,33
181032,33
254321,6
118212,33
9110,1
78151,2
235962,33
84081,22
22640,1
257740,33
138330,33
124670,57
294581,28
188060,10
252361,57
166021,28
207462,57
94061,57
155150,57
157100,33
147031,33
88080,33
148480,57
288052,17
135961,57
246701,57
114092,57
134091,33
283422,57
52320,2
148402,57
107301,45
39051,57
25930,33
220652,2
151920,57
132381,51
94971,2
20302,33
296580,33
217501,57
138642,57
7012,2
159372,30
15242,33
273130,2
289022,33
268461,57
262322,57
4942,33
13451,57
84712,33
274210,57
83281,11
30880,57
246060,57
216632,57
260890,33
207892,39
241531,57
100342,57
199161,33
113652,2
227380,57
244541,31
113160,57
230222,20
273351,18
201350,56
272861,2
69691,29
103602,44
116062,43
168311,49
277440,2
21992,33
180981,17
34811,2
178251,48
111682,54
178180,57
139412,57
233520,44
102602,57
233312,33
258852,18
118790,1
286102,49
120151,2
92170,57
166460,1
251301,43
7462,39
293691,57
3120,34
241591,33
234291,34
111792,2
142141,20
113462,57
89901,21
153410,2
146971,57
276701,57
195442,18
116332,57
95012,33
28741,43
20861,0
89221,57
208412,37
219661,2
84512,57
206911,57
152742,21
139110,49
234280,57
11442,57
277952,30
184652,57
2741,2
267622,57
54310,57
259522,33
208131,39
148501,2
270040,45
178812,33
35622,57
88880,33
149830,37
71591,3
27792,2
87831,1
290842,2
284391,57
36271,1
280621,57
299430,43
37992,57
172840,53
187600,57
280932,17
279392,12
296991,2
249841,2
263922,39
86162,33
107612,2
169180,39
175561,33
132000,57
76442,10
285830,33
152720,3
54321,57
207491,57
43062,33
197120,56
169312,57
225321,57
82592,3
62902,1
571,2
5260,33
183810,33
4600,57
207782,39
153562,33
95270,57
285132,57
94410,14
77561,57
258142,2
35840,33
50982,57
162312,18
19042,53
187961,57
170741,18
225661,37
23081,33
242382,2
225780,29
108760,33
77102,2
260590,30
78880,53
242551,33
110171,57
207561,39
3461,57
162230,57
210201,19
72372,38
24281,33
232320,57
287231,57
113590,39
163372,57
239510,22
156132,43
151711,33
164682,33
174261,54
189980,2
253180,15
128700,39
124311,2
46001,57
120412,43
248062,2
78282,57
242000,33
135222,37
106772,21
129981,40
32622,57
27602,24
46231,57
293832,33
240561,4
202630,57
64962,2
79382,28
236811,57
24792,2
65080,44
270831,2
174361,41
126181,57
29621,26
44201,33
218381,33
237130,33
111411,33
246842,33
166640,57
122241,57
56962,1
298082,39
115900,57
203030,33
180751,15
136082,39
280552,57
285070,50
173081,57
38871,52
264271,33
296282,13
232362,18
77162,57
199572,57
12351,57
257992,1
215111,57
23342,57
263370,1
263852,57
172401,2
120711,33
30150,57
266202,33
267390,22
137541,57
34132,2
153391,57
140852,2
62290,11
257762,46
17842,56
194370,2
3182,57
103311,57
131301,39
154510,57
289131,29
97531,28
37251,2
131802,39
49752,35
262361,57
128801,2
74661,57
149940,57
300,53
47840,50
138180,53
51712,36
181011,2
142912,33
126601,57
298772,57
115400,43
253252,33
220620,53
4700,57
39211,39
12871,22
96772,2
27641,17
58162,2
272660,39
187551,41
287160,57
242221,2
103200,57
250651,57
23071,57
273112,2
112011,57
33530,2
270300,57
95291,2
41000,2
59421,44
52241,29
65401,33
26691,2
22772,57
47431,57
102181,27
290611,57
222832,57
203531,57
31521,57
294952,46
266121,43
70650,57
61302,23
104381,33
159151,57
76950,57
200632,57
137852,57
47721,39
185801,57
23872,57
51101,2
39801,57
57812,2
147702,15
258071,57
289820,2
69560,39
237691,2
286142,57
109271,50
194002,33
77702,37
280262,2
17051,57
251490,2
248290,33
182631,33
181081,33
177081,33
178090,57
119631,57
297492,17
171480,57
295010,33
141701,57
62821,57
155432,2
248561,2
32652,33
160092,2
147792,18
271161,2
113151,57
210580,45
42062,13
233270,53
149300,14
116020,12
258520,2
231760,33
103282,28
127202,57
46692,57
87480,53
213592,53
266710,27
30841,57
215171,33
273541,57
214812,33
18871,57
188461,33
167171,2
299510,10
237660,11
143550,37
30192,39
202101,1
197901,57
296341,33
140712,43
274722,33
64351,39
34180,57
55172,57
235350,3
294022,2
271931,39
143640,10
44290,6
250460,54
251612,17
28501,57
104742,2
121752,50
237111,57
72331,4
186882,57
35022,2
177431,2
248942,33
90211,56
228202,2
281572,57
127721,12
288301,57
99590,3
285990,57
118660,2
81892,57
116561,2
292012,15
151302,18
202180,57
283772,39
23562,3
192362,48
193260,31
148671,33
268651,44
13460,57
273880,33
10800,36
4861,2
255762,56
171162,33
225662,57
202571,57
107701,13
215132,57
170641,53
153922,17
47852,57
182891,57
150902,56
86922,57
192132,57
286862,57
20781,54
122312,2
240540,2
222602,33
258682,33
205051,18
207381,33
50921,57
27650,33
10231,53
184091,53
37070,33
210652,57
63891,34
128841,30
292871,3
121202,2
210291,13
32192,57
12892,1
241342,57
261160,20
95141,39
15411,48
177840,12
37771,49
104432,33
135811,57
212051,2
35281,57
256422,39
209790,57
178891,57
152512,33
251960,2
298132,17
124481,57
219671,57
271812,33
7550,57
163702,57
175130,57
144231,2
11350,57
50052,57
173581,57
164921,57
90682,0
35070,57
227072,57
5882,18
242851,33
285550,33
242292,57
111332,57
82310,57
39530,2
130780,2
83682,2
173901,20
32590,39
295601,43
34521,57
106501,1
157032,57
64281,33
20750,51
228752,57
9130,57
225252,1
223902,33
192210,22
93522,22
207982,56
107580,29
152170,57
287450,1
298192,57
182240,57
54971,57
43190,33
212632,2
11021,33
297700,57
27062,57
137311,3
105350,33
181562,3
284872,2
177271,57
185442,33
39511,41
145671,35
227710,1
13581,53
158782,57
290310,57
206552,2
156542,53
260920,2
265270,33
283121,57
19382,2
206770,25
53591,57
150830,57
159561,33
8562,22
251731,29
173532,57
127012,57
46192,57
19890,57
277701,2
110811,33
294211,33
169082,49
241062,57
7842,25
139902,33
52621,53
272782,57
190411,57
70940,33
127510,33
146040,39
242291,57
241822,2
145692,57
71480,57
185970,33
6381,57
136350,57
5582,33
223751,46
255510,57
75171,33
172952,2
32281,57
216120,33
288512,50
208581,57
22892,20
226601,24
196580,57
277100,11
267840,57
68221,44
152302,57
140942,56
259650,57
162151,57
75810,57
75251,57
289811,33
231770,17
164900,1
271562,57
67422,57
226282,57
72862,2
23280,57
116802,22
148891,2
119421,57
201452,2
192672,57
82621,1
216202,17
235022,57
262610,2
287912,13
198371,57
149781,33
168791,2
242001,33
99152,17
53742,2
61542,33
21931,57
254600,2
155420,11
245072,2
179832,57
94371,2
121480,2
193012,1
242052,2
216782,2
209250,2
39322,33
83550,2
297882,57
13441,57
225421,2
286510,29
120500,52
227942,11
208932,33
206180,13
138340,2
121332,14
80520,20
88940,53
168232,20
285261,2
239350,57
247341,2
43650,22
220832,2
238482,57
135612,2
53892,56
76622,3
74450,57
271981,45
210852,39
227220,57
218540,39
93900,57
275892,2
35770,3
28062,28
282800,33
126990,46
235052,33
100762,57
274490,57
162291,39
186022,34
12891,2
102931,29
44612,2
61681,57
121630,25
203212,39
202751,57
299531,37
104060,33
267701,21
164752,2
241282,56
139690,57
107182,2
220610,53
208361,17
8511,53
54632,57
13301,33
4901,18
287011,57
201072,2
125491,17
31940,18
180221,2
228851,33
188660,18
216240,2
163311,2
131292,57
22242,57
61432,57
56101,2
299062,57
37541,49
81102,43
217700,0
149411,57
21941,2
180732,57
299141,33
98441,29
26530,33
219350,56
241830,38
21962,2
194360,33
264442,11
231101,2
142171,57
299361,1
246520,23
249200,29
241211,2
118050,57
81701,57
279020,57
59792,57
194422,2
81511,45
197052,57
64992,17
299551,33
74390,2
7260,34
219260,53
25961,2
288942,57
84280,13
265880,53
229222,33
245292,57
296192,57
183180,37
5791,47
176240,33
267901,57
8080,39
156312,2
17741,6
284932,40
296080,2
17181,33
117870,1
237301,57
201090,57
36161,56
257591,56
41762,40
140711,57
249100,57
15501,57
200080,57
154330,57
235840,52
220632,57
96672,57
171920,56
296450,18
205140,18
242452,33
219652,57
67221,0
165541,23
49751,53
199982,57
78561,2
181322,2
291222,57
265431,33
253400,56
158251,2
13481,38
87350,2
215222,57
100480,36
183772,2
56910,2
186990,12
185270,2
227522,56
120432,33
290961,33
203981,0
156862,3
95152,56
61281,18
163832,12
213500,33
191350,33
295032,11
3711,33
1422,22
93722,47
141640,33
43762,57
28011,57
12632,45
111752,57
36440,25
27691,2
152402,39
91940,57
138450,1
131101,2
126931,33
135092,57
273890,57
14032,57
234792,1
263361,13
43030,32
274962,28
34401,13
89921,2
139482,2
66242,30
276391,57
62641,33
30451,57
251402,57
192642,33
106211,57
189680,13
193352,57
108491,57
169582,57
14362,2
278610,56
184792,57
99482,17
170431,39
175390,33
209561,10
118270,33
192000,39
145150,33
143870,57
176301,57
186611,1
202672,33
210160,43
285492,2
228250,2
184472,33
209472,33
292302,33
203382,39
156901,2
98150,2
181771,2
170070,57
226870,37
221460,57
226262,2
87562,53
114792,57
194141,44
236542,53
290252,30
62722,25
77720,53
58842,1
250432,14
207112,2
108552,57
228220,53
242980,39
250822,33
26612,39
12881,1
139022,23
258212,2
20181,18
180260,57
216281,39
135281,2
233040,2
196760,33
225560,2
284201,57
149091,39
199791,48
3372,33
117652,2
11642,57
292011,57
298342,33
263192,57
68321,39
197951,33
267391,35
294161,57
58032,2
21181,53
155901,19
72932,42
262771,57
12651,33
22971,33
120242,57
44980,57
133402,33
174250,57
173951,57
279401,1
123832,2
245002,28
238862,57
23471,57
294820,33
121040,57
111580,57
107770,53
160580,57
34742,25
198861,19
68091,57
136742,46
198260,45
263782,19
185010,57
112530,33
34492,33
166231,33
137332,35
65341,3
87822,20
18030,57
228560,18
60751,2
169972,9
53972,57
222531,19
201132,1
11460,57
109741,57
58551,43
29822,57
209490,56
226580,57
273922,53
245021,28
74670,57
98851,33
3570,2
249131,2
94272,46
180572,33
29131,57
250290,2
89251,57
198601,33
18860,53
131370,2
228880,57
209700,33
38632,33
81651,2
33702,17
81862,13
143080,2
286630,57
170480,33
285932,33
201630,33
146031,57
28710,51
50332,57
110400,57
237342,57
186631,57
178110,2
76520,57
249252,50
114641,57
129351,53
249720,2
158341,57
198932,33
103512,33
250870,14
60502,1
268911,53
97671,57
11862,53
40672,57
113682,2
265812,2
221991,2
210422,28
70912,54
294812,53
44701,1
258930,57
60571,57
247642,33
57372,2
33140,43
141882,51
73270,57
72850,57
174290,44
125880,57
41602,57
142211,19
2322,48
163630,2
128690,57
216441,57
252882,56
214721,39
50252,21
38462,33
221960,57
184242,33
293640,57
289251,18
12511,33
71071,2
17302,33
60802,33
112152,57
146672,57
162662,2
144472,2
189411,33
13162,57
77650,33
128140,33
240641,57
102090,51
267812,57
57710,57
96840,57
94540,2
26152,2
290801,2
69330,33
19130,33
36051,2
155091,33
22480,30
163930,53
107162,57
91311,39
52152,1
120990,2
143432,33
88962,33
251860,57
26421,33
153281,2
154262,50
294661,57
13051,57
144542,57
36722,53
273502,1
69530,3
232392,1
187670,2
76230,57
90752,25
211051,33
200781,57
23211,50
35412,2
104260,33
7041,2
107502,57
4361,57
78252,57
207952,39
55230,56
293690,14
9430,33
282480,33
151601,33
82,9
153280,17
107741,57
40370,57
265072,33
136741,33
277251,2
238800,43
195142,57
299042,12
182461,33
9381,56
198760,31
238890,57
293240,57
209402,57
146702,57
97211,18
214460,2
186782,57
273871,57
176881,52
93982,57
135871,57
206760,2
256921,54
152210,2
38782,56
106432,43
148001,33
78991,2
79522,33
160442,57
187421,2
13530,43
150440,2
76682,33
233960,2
135602,57
151222,14
227132,33
61222,44
71972,17
162540,53
203530,57
224570,29
55920,30
261612,57
153322,39
122991,53
238052,57
244102,33
146290,30
126962,57
182361,39
73592,2
162632,24
295151,39
254431,20
69900,57
95300,33
241070,57
263401,2
152662,17
107991,33
256930,2
94800,50
261491,57
219020,18
102901,33
86111,57
113482,39
2801,57
74360,33
254392,33
4822,33
187371,33
15460,33
162422,33
150291,57
60801,2
99460,33
79712,57
90871,2
294621,57
72191,43
24352,18
293112,57
108081,57
177162,57
265532,33
179072,57
229010,53
260282,33
148982,33
221300,49
273082,19
222781,33
62942,57
299421,57
105521,57
236082,57
276221,57
17572,28
35860,19
164380,18
269150,57
102522,57
224962,57
296291,2
34082,33
172162,2
211220,53
243870,2
151022,57
153781,18
171570,2
42801,57
178472,33
238870,43
70712,57
128620,39
231232,53
138500,57
205311,39
215030,57
186732,57
276950,2
48812,57
206672,2
219232,57
135542,57
55341,57
117591,51
140330,54
296741,53
265150,33
215992,33
102482,33
18512,39
86002,0
912,33
145312,57
198052,57
3482,57
84632,57
227591,33
132962,57
96422,33
154072,33
212551,57
69651,2
181960,57
175362,2
188330,57
153650,57
220410,2
56700,2
108510,21
202211,2
215182,33
106381,2
196982,57
21082,57
197200,57
290342,3
226890,39
111082,2
230481,2
257041,57
163520,57
204920,30
231332,17
105011,17
156812,33
237782,33
226122,1
2290,44
177992,39
175962,33
144661,53
244650,2
66620,2
37540,57
146980,33
2162,57
258231,33
66802,10
21890,43
210742,2
278582,57
86701,9
52230,17
138161,2
109341,3
114210,3
29341,35
137131,2
196891,33
277540,53
9370,29
66080,12
178661,39
44940,33
296351,57
85100,57
9550,2
167091,57
241662,57
287862,2
80521,33
199181,18
113020,2
195302,18
246382,53
258342,53
6212,2
219721,26
256152,30
27560,57
226571,57
20460,21
238631,2
1542,2
135990,40
83261,22
68111,57
237182,0
16871,53
252371,57
144580,33
123552,57
33240,2
265542,1
48680,2
165580,19
225761,57
125850,33
146951,33
94701,57
111280,39
47000,2
265712,56
87871,2
122780,57
201370,27
21442,39
238561,57
186431,57
140262,57
9621,2
116511,33
249052,57
144920,33
299872,2
191382,33
274072,57
198242,57
291311,1
262960,1
265080,8
133711,2
175821,57
249301,39
264862,27
178861,1
245641,57
175280,33
156932,57
10120,57
95571,57
114452,39
4870,57
195360,56
22422,2
111182,54
138650,57
3802,57
250392,57
114640,57
189212,33
155092,57
243111,33
68512,57
76450,22
218562,33
250592,22
138812,4
26432,17
59462,2
241722,33
281951,57
229810,33
122220,28
248491,56
12840,13
110592,43
150791,45
97350,57
231272,33
54700,2
89542,51
68372,1
181061,18
17221,2
185461,2
11292,57
264250,57
173661,33
109862,53
2011,39
283082,1
253112,57
24212,33
165101,1
279292,2
96722,43
210390,33
185710,54
5032,2
289932,2
170591,0
129512,33
227101,53
250721,57
18732,57
262242,57
154322,13
264142,3
186331,57
235991,13
95872,33
30790,2
286790,41
295072,22
42470,57
34980,33
244272,2
90702,57
177671,1
285110,2
258141,57
25682,3
154701,57
187381,33
244510,33
122192,2
288650,57
291470,1
146891,2
131160,2
283232,57
5382,33
58370,33
131081,18
161392,57
93310,57
243230,57
72092,55
150700,57
4520,57
120081,57
142810,48
71240,50
206411,33
269840,2
209132,53
87722,33
220082,57
236152,57
225951,33
154391,2
110650,57
248341,33
202572,56
63800,57
256842,57
211342,44
77152,2
187540,17
246401,2
129620,33
2161,11
148842,57
140120,33
12662,2
8940,57
46732,2
218810,2
54501,57
80912,2
7222,2
187530,57
283820,57
201102,33
224860,33
148541,2
33781,53
156281,57
275360,2
86862,52
135861,2
6032,49
255872,2
114391,57
178411,57
173912,1
93440,8
231271,13
220341,57
196851,13
83252,25
21990,2
218490,19
90582,13
75330,2
198612,33
239471,2
24370,17
222332,57
205751,35
27541,33
80132,53
290701,57
77982,44
295070,18
12492,1
87191,2
77700,33
281640,2
241512,57
166762,13
164762,33
55192,2
264031,57
85092,17
14012,39
130210,57
283002,57
102590,33
92802,39
9750,55
77782,33
92211,57
158731,33
145540,56
196422,33
192592,19
186820,32
158771,57
61752,2
230760,1
172572,33
18122,57
189522,13
276522,14
124892,3
235051,57
13270,56
17352,3
141541,57
110982,57
92590,57
192202,57
50981,57
203322,57
278662,57
126092,39
43081,57
35172,39
136121,2
30552,33
155820,2
148780,57
251420,2
162800,1
39311,37
183842,57
275272,22
277770,2
163280,57
285100,57
266011,13
22572,57
96642,39
30690,33
48730,33
22291,57
176672,57
262021,57
249972,25
45840,1
178862,57
133691,39
197652,57
289751,2
263321,57
201890,39
56330,57
82550,48
56531,57
213752,57
185802,15
139970,2
243202,33
37271,33
102021,2
265892,2
287831,57
276312,33
224042,33
239281,51
119722,57
119111,57
60421,57
126761,33
297312,57
131801,18
33041,57
137442,33
189312,33
49440,33
219510,33
253170,37
13220,2
289552,20
145302,33
138981,39
128852,21
52332,56
207472,2
98470,57
50872,2
118092,21
81061,33
79300,1
279382,33
212180,2
78742,43
36391,37
143770,33
19201,57
247230,15
104982,57
156630,57
174022,57
63520,33
4432,57
39820,22
95740,57
160072,11
197342,19
113480,2
98132,2
132430,14
294200,56
237950,2
296300,32
242721,51
82732,1
270431,57
192911,46
284502,56
171762,57
220481,6
238751,57
285802,51
188552,29
82122,33
272951,13
106491,57
121772,57
106801,2
246052,33
254142,56
61540,57
299261,13
142131,54
235410,57
93371,57
93411,33
11451,57
218212,57
88050,33
256592,33
224612,2
160212,21
188340,57
200902,57
12120,39
85711,57
239071,57
230260,33
298292,2
274690,57
293000,2
166722,57
287871,2
92311,57
236531,33
283450,57
81902,2
242342,33
266032,1
245341,13
237992,57
222932,57
70361,2
126180,57
106100,57
10190,57
175810,2
260811,57
110700,57
198141,57
45100,10
70450,46
220782,57
125931,44
62101,57
15041,22
205911,57
92021,17
281142,57
122331,33
269102,57
73060,2
59840,2
104240,57
113110,33
275761,17
11742,33
131411,57
155261,17
96000,57
38140,39
19771,2
94790,57
268312,57
181272,13
286760,2
157381,57
239340,2
26390,57
88891,2
232580,33
53350,2
108950,33
46870,57
203340,33
70410,57
233342,1
130502,16
204170,57
276141,53
33282,33
102170,57
288751,33
209941,2
197750,57
138722,57
210992,3
172340,57
258921,57
242111,33
235572,57
63731,53
248140,3
210441,33
207660,57
197480,57
274241,57
131250,57
257601,39
47701,39
42492,29
282812,2
159271,2
77180,57
17781,33
126251,57
77231,57
199942,57
216570,18
199330,57
230860,2
117352,12
250110,57
255402,52
32672,1
32771,2
94982,2
132242,33
146991,21
43952,2
13502,11
20570,2
136402,21
28822,2
212832,43
264740,57
267651,57
104721,13
147032,43
255450,2
131342,57
82832,57
175371,33
18762,33
23271,57
110862,57
12880,57
271512,2
47770,2
230632,15
36901,50
194592,57
267702,57
194721,33
152932,39
137971,37
275950,57
122170,57
272981,57
5440,33
205582,13
164850,33
43112,57
91840,32
74732,33
199460,1
281612,57
252571,2
247570,57
221771,33
140312,1
18532,43
34001,21
29252,57
203810,17
145200,57
162700,33
94421,2
263531,2
223722,34
268531,37
120170,57
163900,57
17191,17
91882,57
20180,33
72510,57
90602,57
156541,53
251980,33
88992,37
94391,57
236340,22
8651,18
41802,57
100190,2
203842,2
278322,49
252592,50
248332,33
236890,57
77521,56
131640,57
9931,53
97452,51
115660,57
79580,2
62932,13
174860,33
216561,33
65062,33
133110,57
294131,43
24671,39
167321,18
61310,57
266831,56
73860,57
275571,33
220651,17
180781,55
37580,57
64792,46
188272,57
282492,33
76491,2
87580,2
36231,50
119580,1
298942,33
20192,39
277081,33
188092,57
296031,57
122380,57
210760,57
145882,57
169270,18
262160,57
9972,33
225472,20
241912,57
36872,33
282491,22
243522,57
140080,24
203880,1
290931,57
144182,39
238500,33
158672,57
124172,57
9641,2
77861,14
186581,33
294672,57
138072,33
241942,57
131262,21
114880,38
41700,2
147670,53
212752,43
245672,2
242922,21
106010,2
167202,33
143251,2
127080,2
259972,57
18841,50
274202,57
178921,57
109342,18
292971,29
175632,33
289441,33
181812,57
102922,33
7181,33
199362,2
1291,43
248700,2
236442,28
275592,57
210361,33
182601,2
199962,57
152652,33
266861,52
77470,2
35111,57
230472,2
44930,56
117842,57
174511,2
27131,33
68001,2
214161,50
297002,23
43082,28
150392,33
10711,56
256681,33
119182,11
199271,1
109941,15
59081,41
289661,33
110110,53
214221,25
250150,2
129032,33
206802,33
41301,45
299861,2
60852,42
149022,53
119952,30
70180,2
130810,33
1982,33
39071,33
24062,33
118632,39
84471,2
280250,57
267401,57
47631,27
108680,2
289872,57
217162,35
114052,53
107141,57
208530,56
114570,33
295842,57
99211,2
70131,2
271101,1
139492,57
274061,2
132102,2
26550,33
264602,20
143221,4
148550,33
42411,50
221921,13
176071,33
203720,2
185330,57
260572,57
95820,33
166172,57
90951,3
58291,33
11040,48
242502,18
155592,2
163820,33
46931,2
77141,14
117252,57
100771,26
49291,33
162780,57
153072,39
158760,57
154602,56
113200,33
161931,57
182291,18
118820,57
236721,13
164001,13
43730,57
36091,57
239820,57
197880,57
199110,57
237251,56
32842,57
207421,57
133840,33
13181,30
221071,2
297861,2
266192,39
31640,29
293620,50
168982,2
225962,33
73311,2
160891,57
25250,2
112990,57
127190,39
111650,43
124132,33
234000,50
226361,57
66071,38
195640,57
246801,18
208730,57
289102,33
59802,57
75521,37
280722,57
267450,1
135362,57
280642,33
140681,2
14602,17
263990,38
259670,26
1940,57
105510,28
243980,57
17801,5
103900,2
144851,57
420,1
194202,57
166582,2
190092,3
294051,43
118150,33
70961,57
143071,10
238981,2
201202,53
122452,33
88171,33
4752,2
152291,38
246460,57
226652,33
113002,57
246742,57
145372,33
38042,57
237701,57
217460,2
250222,33
271590,13
133620,57
110751,57
189731,57
38991,57
187951,57
58600,3
66400,57
178392,18
219361,33
113472,57
203750,29
291811,33
2980,1
86320,33
269751,33
238322,33
258941,2
228280,57
276470,17
103192,33
73510,45
115712,3
40552,57
12160,24
41260,57
35940,6
64070,12
129750,57
99302,2
297910,2
90981,53
255890,3
32732,53
297592,57
67210,33
268902,2
147890,2
261842,33
178021,19
260781,57
206510,21
166011,27
15772,33
72592,34
252070,13
221751,56
283222,18
177600,33
107422,57
157282,57
14592,53
292902,37
8880,57
38021,57
299930,25
120810,2
81121,38
196450,46
244610,56
137562,33
90180,13
161600,57
261881,57
17871,2
220312,33
74580,57
11480,33
247590,2
290312,18
217721,57
14610,3
15100,13
234902,2
134050,2
189002,53
100550,22
144930,54
56062,2
285272,2
156660,53
228541,11
13450,57
224471,57
87691,33
109411,39
210470,33
107750,50
148772,57
246860,6
293122,33
83071,57
11191,57
51400,57
277002,56
168910,22
276942,24
18810,57
127340,57
140250,2
106230,30
205071,57
56281,2
60470,14
177252,57
248272,57
192622,57
4211,53
148140,57
71582,57
91892,57
221860,11
7482,57
203020,33
50712,33
129802,55
257741,53
237702,57
287772,57
172671,13
170032,2
299540,19
158312,43
32821,50
271171,57
174862,57
121811,16
292702,57
59751,33
299240,18
91142,33
172322,9
117670,30
102112,2
107321,33
12391,56
102010,33
134580,33
106770,27
24020,13
195300,19
127620,33
20030,33
235310,57
201771,38
39060,57
45871,33
258332,2
58531,57
267690,57
157140,2
292451,54
43691,17
43531,21
249621,2
222830,2
230200,44
19942,33
174680,50
56432,57
229910,33
116190,2
243552,16
232121,1
245800,1
238172,2
10460,55
150040,22
251561,0
127841,33
189691,33
166872,2
88480,19
72362,33
17471,57
85202,57
130140,44
256022,57
154371,57
139650,20
110142,1
233660,33
237712,33
154702,37
211100,57
278121,2
250500,11
24270,51
229452,57
32991,33
171872,28
173210,57
263722,57
232441,33
182100,3
171092,57
200880,50
296401,2
205602,5
165961,2
209281,44
260770,57
59022,50
127521,57
99771,51
271030,33
97790,2
113791,44
214310,33
104641,2
45631,57
298272,57
233030,57
3621,57
249371,33
171590,44
96211,33
134982,53
34801,15
36732,11
100102,57
37022,2
12481,53
227630,57
288530,57
226852,18
150101,57
69341,33
242500,39
131110,1
30672,57
227822,30
96090,49
109352,2
22301,33
161640,2
244561,2
269351,33
131092,2
221892,2
153921,57
173341,45
28360,39
175922,30
38861,2
199700,57
286311,19
65350,57
11082,30
257182,36
266950,28
292261,57
158902,2
43370,57
69390,57
154210,53
256881,57
137841,33
285521,2
872,2
258521,33
238820,57
239082,33
185640,33
232270,33
193640,57
200412,57
91902,28
5962,43
201011,57
279660,33
140362,57
246811,33
266750,57
22190,1
77962,57
84931,33
63020,2
155861,13
274131,1
140302,23
235401,57
42192,22
236590,33
192722,57
60231,39
38651,33
207310,18
256982,57
94861,2
99001,57
80340,33
95552,57
284852,33
182772,12
43632,56
177441,57
183302,29
34842,33
293851,13
280110,49
70201,33
54401,4
62891,2
249311,33
147062,1
36561,57
53912,44
58271,43
198660,33
146551,57
21631,30
299051,17
106742,57
289392,57
160032,57
70051,57
51372,57
102831,57
107431,28
179990,24
190302,57
60230,57
72660,57
255721,13
101982,57
48971,43
159090,23
177450,57
169791,2
24950,37
82791,1
129082,45
144180,33
67300,43
151731,15
200202,56
20070,57
243922,1
3962,57
73971,54
78652,53
64570,6
273532,43
275270,57
215451,2
36712,57
157430,43
299910,20
234381,33
156690,2
201360,57
156402,57
6002,33
251912,2
66280,57
46980,41
203341,49
222192,1
156481,0
198100,9
297610,22
8142,33
145180,44
166051,13
233542,39
68621,57
276672,17
197610,56
151602,22
292160,28
290010,33
199721,18
10700,57
28442,3
192012,57
177971,36
140441,56
254301,2
261650,33
149462,57
3830,20
39202,33
87881,2
160380,57
148990,2
163380,11
232061,33
235681,53
170922,57
291001,17
33660,2
31961,50
238282,57
226810,2
50701,2
81880,30
284481,1
7570,57
284331,28
283552,23
202521,57
3351,33
2192,57
132901,28
39212,2
97081,1
267961,33
240681,33
78971,33
221311,33
245681,37
128890,22
128261,2
259450,2
32901,2
298730,39
244562,56
284140,57
4800,33
6200,40
182282,19
11832,57
281170,57
261442,42
140230,57
217331,2
232851,50
181262,57
282941,30
188590,57
193391,56
14762,11
242770,2
123012,43
76832,33
223341,45
96921,2
166450,57
222561,55
169520,2
268941,57
271070,30
148051,0
97412,57
283170,2
195812,2
281840,39
234790,39
144872,39
243912,33
64910,33
226972,21
278780,33
80830,57
290271,2
193631,57
255900,27
172741,38
292990,57
106402,57
96072,57
256291,57
44391,2
288582,32
283592,11
127570,3
124022,57
280240,57
40210,2
200280,25
59312,57
245941,33
173490,2
285840,57
270682,33
145321,57
245931,57
96342,57
147440,57
26672,22
83292,3
101861,25
241910,2
294250,17
219010,33
137941,39
195330,3
154312,57
101510,2
118132,51
207102,33
194990,33
194012,20
54500,57
111952,33
12552,43
134210,2
65802,57
242460,33
205830,57
164612,33
209721,57
258050,11
5182,57
119420,57
238072,33
47150,57
131551,33
8130,57
13261,2
201531,56
181191,57
182940,33
274551,10
165982,57
279652,39
73781,53
155011,2
151450,57
39301,57
128152,2
46620,41
29962,22
62911,57
203552,57
73480,56
238191,33
123761,39
207520,2
237121,33
277840,57
611,57
192780,1
181402,57
265742,57
273111,57
4932,2
274422,57
216880,53
284332,17
159391,12
216771,18
134230,56
228440,57
61791,57
294810,21
279480,37
135440,22
120992,33
104290,36
283972,33
190651,33
88770,2
112461,22
280730,2
264071,2
97700,38
96471,19
94812,53
40100,14
41791,10
45401,18
56092,57
195910,33
148352,17
19761,2
137782,2
152592,33
252302,57
147000,2
74621,57
115191,57
298211,35
199582,39
264770,57
121850,30
152470,2
26931,33
295860,33
288541,57
130240,33
69400,55
97502,57
265501,2
270622,33
181232,2
262472,26
152540,57
124392,39
254292,33
191282,33
159741,57
208201,2
297501,28
58532,57
181800,29
162181,57
112511,57
202652,19
180392,33
270731,57
161332,10
174120,46
41662,33
270500,57
162482,2
237441,53
162931,57
224600,2
275321,33
2130,46
290210,2
242141,33
147730,21
171961,22
299181,1
127781,57
97230,57
134850,12
248731,2
51262,2
271151,57
55662,14
155631,33
217952,57
227402,2
268702,20
213732,43
227342,33
41470,18
49501,11
67140,44
141012,33
36660,3
132931,17
179780,57
51911,54
91552,57
242972,29
170170,21
31802,57
9861,25
121411,49
13422,33
154460,44
230081,33
263322,30
290222,11
155622,53
56852,1
214862,11
13260,57
166760,1
86981,57
277402,57
136791,33
289690,13
31100,2
132100,21
98662,19
179250,57
105022,33
224830,57
43722,57
295711,57
100801,57
130731,57
291270,57
268181,2
277391,33
114301,33
204450,20
85761,57
271921,33
163521,24
49671,22
771,20
225902,2
234461,1
